,Intrinsic,Extrinsic
AL356274.2,0.752116546,0.247883454
AC011755.1,0.858995956,0.141004044
AL157902.2,1,9.57E-23
OR4C16,NA,NA
FAM230C,NA,NA
AC083843.3,1,4.80E-134
AC007382.1,1,2.77E-10
AC093525.8,0.999999999,1.42E-09
AL359396.1,0.713007162,0.286992838
AC008536.3,1,3.48E-18
AC040168.1,1,1.05E-18
AC002451.2,0.110836955,0.889163045
AC011239.2,0.720199292,0.279800708
AC073592.7,1,4.85E-44
AC115618.3,1,1.28E-39
AC008764.8,1,7.83E-31
AC092881.1,NA,NA
AC022140.2,NA,NA
AC002094.5,NA,NA
AP001340.1,NA,NA
AP003476.1,NA,NA
AC093458.2,0.339321283,0.660678717
AC020658.7,0.596236017,0.403763983
AC006486.2,0.991944575,0.008055425
AC005261.6,0.491410712,0.508589288
AC015908.5,NA,NA
AC129908.1,4.27E-44,1
AL133243.4,1,1.44E-28
AL022323.5,0.177884011,0.822115989
AP000437.1,0.063740288,0.936259712
AL359757.1,NA,NA
AC025263.3,0.999999009,9.91E-07
AC130448.2,1,3.86E-31
AC091181.1,0.996169462,0.003830538
AC010435.1,0.406219922,0.593780078
AC244517.9,NA,NA
AC104820.1,NA,NA
AL845472.1,1,6.13E-28
AC090617.9,NA,NA
AL121835.2,0.976232255,0.023767745
AC005703.5,1,1.89E-32
AC093525.9,1,9.03E-52
AC020763.4,0.218545914,0.781454086
AC099804.1,1,1.48E-17
AL162426.1,1,1.92E-115
AC021683.4,0.364285442,0.635714558
AC134407.2,1,1.53E-34
AL583859.3,0.716224283,0.283775717
AC004899.2,0.000301689,0.999698311
LINC01666,0.918180455,0.081819545
AC073862.2,NA,NA
AC009086.3,1,5.69E-39
AC005593.1,1,2.16E-115
AL109653.2,0.901950305,0.098049695
AP000711.1,0.999945057,5.49E-05
AC006963.1,3.83E-07,0.999999617
AC087762.2,0.803273159,0.196726841
AC079416.2,1,4.35E-14
AC005786.4,1,1.40E-46
AC002044.2,0.002178157,0.997821843
AC010653.2,9.75E-06,0.999990246
AL132642.2,0.798995997,0.201004003
AL049780.3,1,1.92E-55
AC126335.2,0.944408621,0.055591379
AL031593.1,NA,NA
AC009948.5,0.999999998,1.88E-09
AC005514.1,NA,NA
AC015804.1,NA,NA
AC005052.1,0.999891011,0.000108989
AC109326.1,0.999491661,0.000508339
AP000720.2,0.00576609,0.99423391
AC092723.2,NA,NA
AC067930.6,0.651406738,0.348593262
AC006600.2,0.173383332,0.826616668
AL358613.2,NA,NA
AL353795.3,1,1.45E-17
AL158070.2,0.857479184,0.142520816
C20orf181,0.937304571,0.062695429
AC012313.10,1,6.76E-78
AC124283.5,0.378713962,0.621286038
CR381572.2,NA,NA
AL096817.1,1,4.13E-47
AC005796.1,0.923930496,0.076069504
AC020907.5,1,8.11E-43
AC099494.3,1,6.30E-15
AC020978.9,0.115764431,0.884235569
AC025280.2,0.787964456,0.212035544
AL359697.1,5.92E-07,0.999999408
AL591122.2,0.348165732,0.651834268
DUX4L28,NA,NA
AC131280.1,0.362134561,0.637865439
AC048380.3,NA,NA
AC190387.1,NA,NA
AL158211.5,1,1.08E-10
AP003108.4,0.324827381,0.675172619
AL137918.1,1,2.83E-19
AC091895.1,NA,NA
LINC00216,NA,NA
AC018445.3,1,5.03E-35
AC008873.1,NA,NA
AC135068.5,NA,NA
AC138466.5,NA,NA
AC120057.4,0.422945435,0.577054565
AL023973.1,NA,NA
AC016251.1,0.465102812,0.534897188
CU633904.2,NA,NA
AP000432.2,0.050429554,0.949570446
AC020978.10,1,4.92E-14
AC073912.3,0.850041941,0.149958059
Z82217.1,1.17E-10,1
AC004678.2,2.61E-07,0.999999739
AC004009.3,NA,NA
AL132780.4,1,1.38E-22
AL161901.1,1,6.88E-44
AC110491.2,NA,NA
AL451064.2,1,2.03E-115
AC005703.6,0.735278976,0.264721024
AC131649.2,0.673531925,0.326468075
AC104623.2,1,9.43E-97
AC012100.3,1,1.82E-10
AC116553.3,1,8.95E-44
AL603839.4,0.745106048,0.254893952
AC024610.2,0.549673553,0.450326447
AC079801.1,0.966554563,0.033445437
AL359922.3,1,9.18E-34
AC106754.2,NA,NA
AP006621.5,1,4.37E-30
AC092919.2,0.195522233,0.804477767
AC123769.2,0.22447566,0.77552434
AC080100.1,1,1.42E-22
AC011483.4,0.802906187,0.197093813
AL162377.2,NA,NA
AC090386.2,NA,NA
AC091925.2,NA,NA
AC092135.2,NA,NA
AC120338.1,4.33E-07,0.999999567
AC090517.3,NA,NA
AP003969.2,1,8.94E-40
MAPT-IT1,0.841254851,0.158745149
AC142391.1,0.002211487,0.997788513
FP565260.5,NA,NA
AQP7P3,NA,NA
AC022400.8,0.590104247,0.409895753
AP000280.1,0.685288837,0.314711163
AC113410.3,1,4.15E-33
AC110285.7,0.999367396,0.000632604
AC099521.3,1,7.13E-35
AC011270.2,1,5.82E-44
AL359757.2,NA,NA
AP001273.1,1,1.43E-10
AP003400.5,NA,NA
AC027335.2,0.870006514,0.129993486
AC004264.2,0.844328739,0.155671261
AC131212.2,1,2.43E-30
AP003497.2,0.88142652,0.11857348
AL356266.1,NA,NA
AC017037.3,NA,NA
AC148477.8,NA,NA
AC092701.1,2.56E-07,0.999999744
AL353608.4,NA,NA
AC120349.3,0.759239852,0.240760148
AC133637.1,1,4.54E-46
CU633906.3,NA,NA
AP004782.1,1,4.23E-62
FP325330.3,1,3.80E-36
AC080038.3,1,6.13E-44
Z95114.2,0.192565783,0.807434217
AL161912.4,0.865330188,0.134669812
AC006128.1,1,7.19E-25
AC005336.3,1,1.49E-116
SNX18P12,0.071385492,0.928614508
AC015871.5,0.98586504,0.01413496
CR392039.4,0.345025165,0.654974835
AC018737.2,0.01072252,0.98927748
AC007342.7,1,8.61E-23
AC005086.2,NA,NA
AL391005.1,5.32E-06,0.999994683
AC005609.5,0.852312423,0.147687577
LINC02033,1,5.50E-44
CU638689.2,NA,NA
AC092326.2,7.36E-07,0.999999264
SETD8P1,1,9.11E-23
AC027279.3,NA,NA
AP001642.1,1,1.11E-37
AC090506.2,NA,NA
AC124312.6,NA,NA
AC112204.3,NA,NA
AL022311.1,0.999999785,2.15E-07
AC011369.2,0.701986446,0.298013554
AC007342.8,0.036522299,0.963477701
AP000974.1,NA,NA
AC002090.1,0.677064853,0.322935147
AC132938.6,1,1.03E-41
AC092850.2,1,1.06E-43
AC130456.6,0.850355564,0.149644436
AC008764.9,0.164523368,0.835476632
AC093875.1,0.039122192,0.960877808
AC239585.2,3.28E-09,0.999999997
FP475955.2,NA,NA
AC011389.3,0.711935356,0.288064644
AC011558.1,0.524261159,0.475738841
AL162376.1,NA,NA
AC091905.3,NA,NA
AC012317.2,0.134308414,0.865691586
AC132068.1,0.655989309,0.344010691
AC105339.4,0.925808184,0.074191816
AC118344.2,1,1.01E-10
OR5D13,0.869280829,0.130719171
AC005899.8,1,2.21E-46
AC009102.3,0.274497714,0.725502286
AC013394.1,0.895138189,0.104861811
AC067931.1,1,4.02E-12
AL513523.10,0.999996972,3.03E-06
CU639417.3,NA,NA
LINC00552,0.800850275,0.199149725
AP000997.3,0.335074461,0.664925539
AC026422.1,0.963761891,0.036238109
AL050303.4,NA,NA
AL590483.3,1,4.36E-32
AC004585.2,0.790465766,0.209534234
AL445437.1,0.220369557,0.779630443
AC009039.2,NA,NA
AC138907.9,NA,NA
AC079336.6,0.517871025,0.482128975
PPIAL4F,0.975743533,0.024256467
AC018692.2,4.79E-06,0.999995209
FP236315.3,NA,NA
AC008267.7,0.834457308,0.165542692
AC105235.1,1,9.30E-88
CU638689.3,NA,NA
AC120114.4,1,5.81E-14
AL590552.1,0.236090054,0.763909946
AC018892.3,1,4.51E-45
AC015909.5,1,1.05E-24
AP000676.3,NA,NA
AC024580.1,1,1.47E-14
AC138907.10,NA,NA
AL133384.2,0.443880627,0.556119373
LINC02339,NA,NA
AC018659.2,8.95E-05,0.999910509
AC006077.2,NA,NA
BCLAF1P2,0.999977293,2.27E-05
AC111170.3,1,1.70E-27
AC009090.5,0.411917264,0.588082736
PRAMEF18,1,1.47E-43
Z95114.3,0.964310621,0.035689379
AC018629.1,0.154079085,0.845920915
AC011472.5,0.605931376,0.394068624
AC005538.2,NA,NA
AL109924.4,0.333030592,0.666969408
AC093330.2,1,1.90E-28
AC120057.5,0.07795243,0.92204757
CR392000.1,0.907338379,0.092661621
AC010997.6,0.99984937,0.00015063
AC020763.5,NA,NA
AC073911.3,1,1.03E-25
AP002991.2,0.179051748,0.820948252
AL390318.1,0.999822919,0.000177081
AC145098.2,1,4.77E-26
AC016397.2,0.718216004,0.281783996
AC003957.1,0.862132933,0.137867067
AC136469.2,0.729413467,0.270586533
AC015959.1,1,2.40E-53
AL031846.2,1,1.96E-25
AC068870.3,3.95E-06,0.999996055
AL121785.1,0.122530023,0.877469977
AP002967.1,0.957625114,0.042374886
AC112694.2,NA,NA
AL356273.3,0.959626092,0.040373908
AL512383.1,1,4.72E-31
AC004801.7,1,1.06E-43
AC092135.3,0.563860589,0.436139411
AC007603.2,NA,NA
AC096656.1,0.589282829,0.410717171
AC097372.4,1,7.51E-28
AC015660.5,0.144952654,0.855047346
C8orf87,NA,NA
AL008638.4,0.695513151,0.304486849
CR382287.2,0.93268136,0.06731864
AC083964.2,0.276190909,0.723809091
AC004453.2,0.378713951,0.621286049
AC005618.3,NA,NA
AC106733.1,0.465452756,0.534547244
AC068880.4,0.627502792,0.372497208
AC093323.2,0.55303745,0.44696255
AC008568.2,0.162766144,0.837233856
AC073548.1,1,4.81E-20
AC092964.1,0.071113025,0.928886975
AC069547.1,0.273187723,0.726812277
AC124864.2,NA,NA
AC006511.3,0.352059374,0.647940626
AC022418.1,NA,NA
AC006435.4,0.593389484,0.406610516
LINC01126,1,1.05E-25
AC064859.1,NA,NA
AC074029.4,0.883062448,0.116937552
AC079248.2,NA,NA
AP003108.5,NA,NA
AC091152.4,0.364285436,0.635714564
AC134407.3,0.999999446,5.54E-07
AC041040.2,1.32E-11,1
AC112702.1,9.66E-07,0.999999034
AC010480.1,NA,NA
AC010894.5,0.917737301,0.082262699
AP005060.1,1,1.34E-61
AC087645.3,7.39E-05,0.999926108
AC046158.4,0.018317993,0.981682007
AC012183.1,2.93E-07,0.999999707
FLJ42393,1,4.38E-23
Z73965.1,0.411917257,0.588082743
CU633904.3,NA,NA
BIRC6-AS2,NA,NA
AP001767.4,NA,NA
AC092117.2,1,5.84E-39
AP006248.3,0.001809676,0.998190324
AC068057.2,0.77964484,0.22035516
AC063926.3,0.793629216,0.206370784
AC018695.7,0.0366515,0.9633485
AC026748.1,0.473509549,0.526490451
AL731532.1,7.59E-05,0.999924074
AC068448.1,0.378713961,0.621286039
AP001962.1,1,6.85E-57
AL008638.5,0.100949722,0.899050278
AC079331.2,0.826082694,0.173917306
AC006840.1,0.942941508,0.057058492
AC068880.5,NA,NA
LINC01651,NA,NA
AC022417.1,1,4.52E-59
AL356585.4,0.247040278,0.752959722
AC144522.1,4.90E-60,1
AL138831.3,NA,NA
Z95114.4,0.364285433,0.635714567
FO538757.2,0.023617016,0.976382984
AL354796.1,0.924956187,0.075043813
AL032819.2,1,8.98E-11
AC073593.1,NA,NA
AP006248.4,0.006482451,0.993517549
AL031595.1,1,6.00E-26
AL353611.2,0.437601209,0.562398791
AC008806.1,0.649031048,0.350968952
AC025034.2,3.43E-07,0.999999657
AC073862.3,0.848225662,0.151774338
AL353597.3,1,6.37E-23
FLJ38576,1.03E-09,0.999999999
AC013489.3,0.99219721,0.00780279
AC244034.3,1,1.69E-96
AC008895.1,1,9.24E-39
AC022784.8,0.839319847,0.160680153
AL138688.2,4.19E-26,1
AC068787.1,6.12E-07,0.999999388
AC117503.4,1,6.38E-97
BX324167.2,1,6.51E-27
AC129778.1,NA,NA
AC073082.1,8.09E-07,0.999999191
AC110769.3,0.926115738,0.073884262
AC019278.1,0.018674214,0.981325786
AC024580.2,NA,NA
AL137783.1,0.681740952,0.318259048
OR5R1,6.91E-08,0.999999931
AP001525.1,0.000349504,0.999650496
AC009949.1,0.411917248,0.588082752
AL390755.1,0.279345937,0.720654063
AC008626.2,NA,NA
FP671120.2,NA,NA
GVQW2,0.996941874,0.003058126
AC023024.2,0.376446409,0.623553591
AC020910.6,0.972877973,0.027122027
AL356596.1,NA,NA
CU104787.1,NA,NA
AC073862.4,0.371553386,0.628446614
AC008764.10,1,6.58E-44
AC012629.4,NA,NA
AC018445.4,1,5.02E-27
AL162274.3,1,2.93E-18
AC244517.10,NA,NA
AC008498.2,0.529018669,0.470981331
AC008103.1,0.950568669,0.049431331
AC011815.3,1,4.68E-46
RPSAP68,NA,NA
AC009044.1,0.001733186,0.998266814
AC078925.3,0.192245363,0.807754637
AC017037.4,0.668361321,0.331638679
AC139792.3,1,7.53E-116
AC004491.1,1,4.76E-46
AC133485.6,0.755272698,0.244727302
FP475955.3,NA,NA
AL353997.6,2.37E-07,0.999999763
AC009135.2,0.153572411,0.846427589
AC078925.4,0.026983567,0.973016433
AC097637.2,1,7.76E-20
AC005086.3,NA,NA
AC079298.2,0.739994458,0.260005542
AC008079.2,0.70575563,0.29424437
AC020923.1,0.024689141,0.975310859
AP001350.2,0.859065066,0.140934934
AL031595.2,0.138550768,0.861449232
RPL23AP61,3.32E-53,1
CU639417.4,3.88E-07,0.999999612
AC243960.7,0.044771125,0.955228875
AC024023.1,0.021113753,0.978886247
AC091905.4,NA,NA
AC112200.2,0.163257954,0.836742046
CU634019.6,0.973579842,0.026420158
CU633906.4,NA,NA
AC116407.3,0.364285437,0.635714563
OR51F1,0.664400946,0.335599054
AC126544.2,1,4.34E-43
AD000813.1,0.743835755,0.256164245
AC048347.1,0.096099978,0.903900022
AL008638.6,0.07144106,0.92855894
AC005618.4,0.884555259,0.115444741
AC007342.9,0.999999999,1.42E-09
AC007431.3,1,1.16E-66
AC244517.11,0.572199928,0.427800072
AP002800.1,0.782510788,0.217489212
AC116407.4,0.99804551,0.00195449
AC011676.5,1,1.12E-25
AC020661.5,1,5.26E-37
AC092653.2,1,4.16E-25
DNM1P41,0.890399242,0.109600758
RN7SKP23,0.126323269,0.873676731
AC095031.1,NA,NA
AC022336.3,0.247040254,0.752959746
AC118282.4,0.541120476,0.458879524
AC099506.2,NA,NA
AC104581.5,1,6.46E-20
AC091825.1,0.999999961,3.86E-08
AC012409.5,0.66850651,0.33149349
AC079597.1,NA,NA
AC079456.1,0.000161874,0.999838126
AC011199.1,0.892742705,0.107257295
AC004241.5,0.99999866,1.34E-06
TMEM75,0.227972823,0.772027177
AC097520.1,NA,NA
AL022069.2,0.704863998,0.295136002
AL117378.2,0.822413627,0.177586373
AC093831.2,0.613217177,0.386782823
AL512506.2,0.274497752,0.725502248
AC011504.1,0.713542097,0.286457903
AL031719.1,1,8.45E-44
AC012676.5,1,1.94E-25
AC130304.1,0.664842809,0.335157191
AC023818.2,1,1.50E-20
AC138965.3,NA,NA
AC127024.8,1,3.14E-21
AL049833.3,0.001141199,0.998858801
FP565260.6,0.337226964,0.662773036
AL157996.1,0.23281473,0.76718527
AC018692.3,NA,NA
AC112693.3,0.605336309,0.394663691
AL353763.2,1,6.05E-26
AC016526.3,1,2.67E-28
AC011447.7,1,1.89E-15
TBC1D22A-AS1,0.001206579,0.998793421
LINC01667,NA,NA
AF246928.1,NA,NA
AC079777.1,5.37E-07,0.999999463
AP001002.3,1,1.56E-27
AC026887.1,0.04166031,0.95833969
AC011481.3,0.991055727,0.008944273
AC126474.2,0.906124224,0.093875776
AP000590.1,0.094169132,0.905830868
OR8B4,NA,NA
AC020895.2,0.365778694,0.634221306
AC002044.3,NA,NA
AP002791.1,0.945559366,0.054440634
OR1B1,0.013434411,0.986565589
CU639417.5,NA,NA
AC015967.2,NA,NA
AC073592.8,0.904997627,0.095002373
AC011155.2,0.638594399,0.361405601
AL603750.1,0.642009541,0.357990459
AC007792.1,5.64E-07,0.999999436
AC010608.3,6.81E-08,0.999999932
AC009487.4,0.333626235,0.666373765
AC008555.8,0.782941013,0.217058987
AL022393.1,1,1.16E-133
AJ239318.1,0.209894957,0.790105043
PLAC4,1,9.83E-44
AC087893.2,0.638736813,0.361263187
AL357140.3,0.965007909,0.034992091
AL021920.2,0.94704618,0.05295382
AC136603.1,1,5.13E-46
AC231657.2,NA,NA
AC122688.4,1.70E-29,1
AC090983.1,0.639418891,0.360581109
AC093642.2,1,2.31E-36
AC073857.1,1,4.82E-11
AC010335.3,1,1.12E-27
AC016168.3,0.968217742,0.031782258
AC023632.6,0.690798054,0.309201946
AP003485.2,NA,NA
AC005252.2,0.089657129,0.910342871
AC069542.2,NA,NA
AL662795.2,0.999999919,8.12E-08
AL132780.5,1,8.73E-15
AC027348.2,NA,NA
AC026471.6,0.99999126,8.74E-06
AL731532.2,0.148489997,0.851510003
AL096816.1,0.423351659,0.576648341
AC240565.1,0.828443399,0.171556601
AC116348.4,NA,NA
AC027290.2,0.999466164,0.000533836
AC010297.1,NA,NA
AC098679.5,9.96E-07,0.999999004
AL357562.1,NA,NA
AP000892.3,0.973003454,0.026996546
AC073308.1,NA,NA
CU638689.4,0.452735808,0.547264192
AC084026.3,0.692427472,0.307572528
AL049844.3,NA,NA
AC004877.2,1,1.84E-46
AC148477.9,NA,NA
AC009078.3,0.860645795,0.139354205
AC133065.6,1,2.16E-13
AC073255.1,NA,NA
AL021408.2,4.12E-10,1
AC006548.3,1,1.29E-10
AL359510.2,1,1.90E-115
AC016583.1,1,1.05E-133
AC135050.7,0.122604176,0.877395824
AC022413.1,0.195781774,0.804218226
AL136531.3,1,6.08E-15
AC040160.2,1,4.46E-16
CU638689.5,NA,NA
PCDH20,NA,NA
AC016542.3,0.961659362,0.038340638
AP000943.4,NA,NA
AC005274.1,1,1.17E-44
AL136526.1,0.584070809,0.415929191
AC010329.5,4.79E-07,0.999999521
FP475955.4,NA,NA
AC104447.1,0.999999994,5.97E-09
AC012486.1,NA,NA
AC004408.2,1,1.64E-33
CU639417.6,0.856900121,0.143099879
AC023824.7,0.050437405,0.949562595
AC025262.2,0.914985024,0.085014976
AC131888.1,0.602568592,0.397431408
AC067852.7,NA,NA
AL023806.3,1,1.38E-31
AC091932.3,1.24E-06,0.999998756
AL359258.3,1,9.05E-24
AC022107.1,0.572664007,0.427335993
AC007614.6,0.973233212,0.026766788
AC027279.4,1,4.98E-33
LINC01669,NA,NA
AC132219.2,0.75654718,0.24345282
AD000864.1,0.000413582,0.999586418
AC245140.2,0.772096771,0.227903229
AC055717.3,NA,NA
C18orf12,NA,NA
AC087163.3,1,4.77E-63
Z82202.1,1,3.77E-25
AC073862.5,1.13E-07,0.999999887
AP003400.6,5.41E-07,0.999999459
AC005831.1,1,7.01E-16
OR1S1,0.004909322,0.995090678
AC009716.2,1,4.01E-20
AC026401.3,0.799015573,0.200984427
AC106795.5,1,7.90E-19
GGT4P,NA,NA
AC106886.4,1,2.03E-12
AC012254.5,0.547590279,0.452409721
UCKL1-AS1,0.999890307,0.000109693
AC027682.7,1,3.16E-31
AC021613.1,NA,NA
AL022326.2,NA,NA
AC126564.1,0.729756851,0.270243149
AC093908.1,1,1.75E-43
AL157414.3,0.364285428,0.635714572
AL365209.1,1,3.02E-134
AL645820.1,0.712630366,0.287369634
AL008636.1,0.071340533,0.928659467
AC237221.2,0.116519336,0.883480664
AC079416.3,NA,NA
AC079753.1,0.927041555,0.072958445
AL161658.1,0.815133482,0.184866518
AL031719.2,1,6.82E-134
AL589666.2,NA,NA
AC015813.7,NA,NA
AC124303.2,0.877722327,0.122277673
OR12D2,0.554067676,0.445932324
MIR4697HG,0.997582955,0.002417045
AC022400.9,0.94023292,0.05976708
AC011498.7,1,7.38E-19
AC079298.3,1,2.37E-31
AL450226.2,0.843582994,0.156417006
MTCO1P1,NA,NA
AL512356.3,1,6.15E-28
AC079336.7,0.999998412,1.59E-06
AC005578.1,0.866947831,0.133052169
AC124319.4,1,1.53E-30
AL691477.1,NA,NA
AC097372.5,0.879669333,0.120330667
AC091912.2,NA,NA
AC233723.2,1,4.08E-12
AC004947.2,1,4.82E-36
AC007741.1,0.633722272,0.366277728
AL512662.1,0.247040281,0.752959719
AC009161.2,NA,NA
AC093671.1,1.37E-05,0.999986304
AC130456.7,0.000524515,0.999475485
AC006372.4,1,4.10E-115
PRAMEF26,NA,NA
AC025125.1,0.880674681,0.119325319
AP000577.1,NA,NA
AC068299.1,0.259931594,0.740068406
AC005858.2,0.95270634,0.04729366
AF131216.4,1,3.71E-22
AC009145.4,1,4.92E-23
Z82209.2,0.886930305,0.113069695
AC009229.4,0.000537512,0.999462488
AL079342.3,1,1.07E-62
FLJ30679,1,3.63E-44
AC240565.2,0.287256134,0.712743866
AC006435.5,NA,NA
AL049781.1,0.231199584,0.768800416
AC138430.2,0.693333677,0.306666323
AC010601.2,0.538671101,0.461328899
AC092608.3,NA,NA
AC108215.1,4.97E-07,0.999999503
FRG1KP,1,1.23E-63
AC131212.3,1,3.97E-26
AC131935.2,0.788926523,0.211073477
AC016251.2,0.000834975,0.999165025
AC011008.2,1,1.04E-10
AC099811.6,0.584557842,0.415442158
AL137058.3,0.020238194,0.979761806
AC037487.4,1,9.10E-44
AC117503.5,NA,NA
AP005264.8,0.616948404,0.383051596
AC067931.2,0.458781107,0.541218893
AC104260.2,0.855557992,0.144442008
AC018765.1,0.011750161,0.988249839
AC137056.2,0.654149762,0.345850238
AP000676.4,0.735002985,0.264997015
AC023300.3,1,7.55E-44
AC092437.1,6.22E-07,0.999999378
AC131212.4,1,1.13E-96
Z83836.1,0.082643615,0.917356385
OR8K3,NA,NA
AL732618.1,NA,NA
AC027309.3,0.949484631,0.050515369
AC073578.4,NA,NA
AC025262.3,NA,NA
AC129502.1,0.378713958,0.621286042
AL035425.4,0.004088814,0.995911186
AC053503.6,1,1.52E-25
AC074183.2,0.715140082,0.284859918
AC067931.3,0.014617146,0.985382854
Z97633.1,1,1.51E-26
CU634019.7,NA,NA
AC061999.1,1,1.48E-34
AC020917.4,1,7.31E-29
AC090617.10,NA,NA
AC009084.2,0.515254309,0.484745691
AC016866.3,0.946566819,0.053433181
AC244517.12,NA,NA
DUX4L25,NA,NA
AC091941.1,2.47E-05,0.999975275
AP001528.3,0.46455521,0.53544479
AC080080.2,0.024027644,0.975972356
AP000542.3,0.00070256,0.99929744
AC009166.2,0.375995034,0.624004966
AC092184.1,2.35E-07,0.999999765
FP236240.4,NA,NA
AC000123.3,1,1.82E-16
AL138713.1,3.72E-08,0.999999963
AC008133.2,NA,NA
LINC01726,0.741213205,0.258786795
AC127496.7,1,7.25E-13
AC116563.2,NA,NA
AC011466.4,1,7.78E-42
AC073592.9,NA,NA
AL132656.4,1,6.33E-20
AL021877.2,0.664505303,0.335494697
AL138960.2,NA,NA
AC105133.2,NA,NA
AC092159.4,0.739222525,0.260777475
AC084759.3,0.012845599,0.987154401
AC005858.3,NA,NA
AC021766.1,1,1.68E-30
AL161782.1,NA,NA
AP002364.1,1,3.17E-21
AC034229.5,NA,NA
AC012640.5,NA,NA
AL136967.2,6.36E-07,0.999999364
CR382285.2,0.526124448,0.473875552
AC091953.5,NA,NA
AC019080.5,8.69E-45,1
AL359740.1,NA,NA
AC012186.3,1,1.72E-124
AC027176.3,NA,NA
AL353898.3,1,2.47E-17
AP003072.5,NA,NA
AC009831.5,0.676234387,0.323765613
AC026362.2,0.999965358,3.46E-05
AC096920.2,NA,NA
Z95331.1,1,1.38E-28
FP325332.1,1,1.61E-57
AP000648.3,0.921971523,0.078028477
AL109806.1,0.217525027,0.782474973
AC006330.1,1,8.51E-33
AC048338.2,0.951793195,0.048206805
AC010872.1,1,2.29E-43
AC007496.3,0.999949118,5.09E-05
AC090574.1,NA,NA
AC011471.3,NA,NA
AL034546.1,NA,NA
AC114546.4,NA,NA
AC011592.1,1,9.32E-44
AC005858.4,0.071239168,0.928760832
AC022497.1,0.359016345,0.640983655
AC127459.3,NA,NA
AC022532.1,1,2.30E-12
AC093525.10,1,1.37E-16
AC005086.4,NA,NA
AC026336.5,9.66E-07,0.999999034
AC104985.3,0.922917657,0.077082343
AC132872.4,0.996596202,0.003403798
AC032044.2,NA,NA
LINC01101,0.73346837,0.26653163
AC245369.3,0.999760293,0.000239707
AC004790.2,0.931424684,0.068575316
AC018470.1,0.24212318,0.75787682
AC005252.3,0.439703862,0.560296138
AC009084.3,0.771634979,0.228365021
AC096887.2,1,6.96E-37
AC007326.2,1.07E-20,1
AC010531.8,NA,NA
AC005355.2,0.968910748,0.031089252
AC115284.2,0.036144566,0.963855434
AL359852.1,0.635387146,0.364612854
BX537318.2,0.151989523,0.848010477
AL357673.2,0.326313351,0.673686649
AC084876.2,0.932833425,0.067166575
AF001548.3,1,1.53E-55
AP002782.1,0.888909874,0.111090126
AL160394.1,0.201314251,0.798685749
AP000962.2,1,1.03E-133
FP565260.7,0.466236823,0.533763177
AL031595.3,1,1.24E-11
AC006058.4,0.738525695,0.261474305
CR392039.5,0.838019005,0.161980995
AC091932.4,NA,NA
AC004836.1,1.72E-05,0.999982791
AC002064.3,NA,NA
FP236383.1,NA,NA
AL136313.1,NA,NA
AC073592.10,0.070248669,0.929751331
AL049536.1,0.944638493,0.055361507
AL607033.1,NA,NA
AC034229.6,NA,NA
AL683826.1,0.890838371,0.109161629
AL356094.1,8.50E-07,0.99999915
AP006248.5,0.024669043,0.975330957
AC007347.2,NA,NA
AL359745.1,0.953688826,0.046311174
DUX4L2,NA,NA
SCARNA4,0.686166822,0.313833178
AL356481.2,1,4.73E-134
AL358154.1,NA,NA
AC005329.3,0.921076222,0.078923778
MIR7641-2,NA,NA
AL591030.1,0.995066401,0.004933599
SALRNA2,0.015430331,0.984569669
AC068946.1,1,3.33E-62
ASAP1-IT2,1,8.27E-134
AC096745.2,0.947599281,0.052400719
snoU18,NA,NA
AL138924.1,1,2.90E-31
AL158835.3,NA,NA
AC099329.3,NA,NA
LINC02342,NA,NA
FP700125.1,1,3.22E-44
BTG3-AS1,1,7.78E-14
AJ239328.1,1,1.14E-28
AC009133.5,NA,NA
FP236383.2,7.54E-07,0.999999246
AC012557.3,0.040285432,0.959714568
PCAT14,0.9005774,0.0994226
THRIL,0.41854568,0.58145432
LINC02204,0.343281672,0.656718328
RNA5SP196,NA,NA
AC245100.8,0.999885177,0.000114823
KCNIP4-IT1,0.652027913,0.347972087
AC134981.1,NA,NA
AL157396.1,0.411917259,0.588082741
AL513210.1,0.95398897,0.04601103
CCDC163,0.76883552,0.23116448
AL354704.1,1,1.38E-43
SH3PXD2A-AS1,0.951526047,0.048473953
AC060814.5,NA,NA
AL353747.4,NA,NA
LINC02203,1.29E-06,0.999998711
AL139035.1,1,4.52E-11
AC108024.1,0.484492999,0.515507001
PCAT5,0.39422268,0.60577732
LINC01943,8.85E-07,0.999999115
AC183088.1,NA,NA
LINC00251,0.730898304,0.269101696
LINC01232,0.999995127,4.87E-06
EIF1B-AS1,0.999996444,3.56E-06
LINC01173,NA,NA
LINC00850,NA,NA
DUX4L1,NA,NA
AL356481.3,NA,NA
AL732314.4,NA,NA
MIR7641-1,0.799166322,0.200833678
AC021079.1,NA,NA
AC243547.3,NA,NA
JAKMIP2-AS1,0.599230666,0.400769334
PAGR1,0.949187924,0.050812076
LINC00294,0.692059705,0.307940295
DUX4L5,NA,NA
FP671120.3,0.640005006,0.359994994
LINC00836,0.000909304,0.999090696
AC090114.3,0.827219251,0.172780749
GSEC,0.42082466,0.57917534
AL355480.1,NA,NA
CPS1-IT1,1,1.20E-133
AL121956.4,0.774796397,0.225203603
AC025048.6,0.209325102,0.790674898
MIR325HG,NA,NA
AC017002.5,0.105330598,0.894669402
AC060814.6,0.047186643,0.952813357
AC073324.2,1,1.09E-43
AC009133.6,1,2.84E-34
